Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_895.jpg;-0.001993775;1;0;5.012041;106.91;90.25691;0.01165785;41.82941;358.9517
../2018-1-21/IMG/robocam_2018_01_21_18_30_47_962.jpg;0;1;0;5.012063;107.1331;90.4593;0.04234963;41.67611;358.9956
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_029.jpg;0;1;0;5.011086;107.4326;90.72831;0.1383797;41.61663;359.0688
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_096.jpg;0;1;0;5.019444;107.6588;90.93023;0.2764535;41.59658;359.1325
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_162.jpg;0;1;0;5.017487;107.8848;91.13214;0.416446;41.60149;359.2397
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_230.jpg;0;1;0;5.006075;108.1867;91.40166;0.6322774;41.6125;359.4169
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_296.jpg;0;1;0;5.016291;108.4136;91.60405;0.8165058;41.6228;359.5628
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_362.jpg;0;1;0;5.014267;108.6403;91.80656;1.006334;41.64997;359.7178
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_429.jpg;0;1;0;5.006996;108.9428;92.07709;1.283608;41.70024;359.9255
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_495.jpg;0;1;0;5.024731;109.1702;92.27903;1.477165;41.71116;-0.001127836
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_562.jpg;0;1;0;5.006858;109.3964;92.47832;1.511504;41.68087;-0.004768757
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_629.jpg;0;1;0;4.956835;109.6956;92.742;1.407527;41.64006;-0.001395007
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_695.jpg;0;1;0;5.010915;109.9208;92.9404;1.366788;41.60101;-0.001167174
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_762.jpg;0;1;0;5.004964;110.1466;93.13915;1.352979;41.58643;-0.001948481
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_829.jpg;0;1;0;5.015585;110.4476;93.40381;1.35037;41.49398;-0.001327827
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_895.jpg;0;1;0;5.0164;110.6741;93.60268;1.375496;41.47363;-0.001808867
../2018-1-21/IMG/robocam_2018_01_21_18_30_48_963.jpg;0;1;0;5.016746;110.9762;93.8674;1.415166;41.40415;-0.001416736
../2018-1-21/IMG/robocam_2018_01_21_18_30_49_029.jpg;0;1;0;5.008637;111.2034;94.06615;1.461925;41.37863;-0.001784914
../2018-1-21/IMG/robocam_2018_01_21_18_30_49_097.jpg;0;1;0;5.030017;111.4302;94.26424;1.500278;41.31042;-0.0003172323
../2018-1-21/IMG/robocam_2018_01_21_18_30_49_162.jpg;0;1;0;5.011671;111.6573;94.46223;1.511852;41.23788;-0.0005760174
../2018-1-21/IMG/robocam_2018_01_21_18_30_49_229.jpg;0;1;0;5.017292;111.9598;94.72543;1.508224;41.22987;-0.001481063
../2018-1-21/IMG/robocam_2018_01_21_18_30_49_295.jpg;0;1;0;5.015299;112.1872;94.92303;1.523584;41.18673;-0.001400844
../2018-1-21/IMG/robocam_2018_01_21_18_30_49_362.jpg;0;1;0;5.030045;112.4128;95.11868;1.408223;41.13657;-0.000965536
../2018-1-21/IMG/robocam_2018_01_21_18_30_49_429.jpg;0;1;0;5.013542;112.7149;95.38033;1.319165;41.09105;-0.001375847
../2018-1-21/IMG/robocam_2018_01_21_18_30_49_495.jpg;0;1;0;5.017118;112.9418;95.57664;1.280866;41.04932;-0.0009989514
